Sentence,Label
包装很给力 很严实 一路走来 没啥磕碰 用了一段时间 运行速度超级给力 打游戏也不卡顿 不掉频 外观很稳重 没话花里胡哨的感觉 所以发烧友来说 安装无压力 非常喜欢这产品 中国加油 武汉加油 京东加油 爱你,2
才隔两米远，都听不清，断断续续，太垃圾了,1
给我的也是荣耀的，不过能用 试一试再说吧,1
京东的配送速度就是快，尾款付完当天到货。手机很漂亮，很有质感，颜色是我喜欢的黑色。音质很高，声音的穿透力很强，屏幕比例完美，看视频很舒服。安装了97个软件，258g的内存毫无压力。6400k像素，照片拍出来完美，夜景的拍摄效果以及待机时间后面测试后补充。手机运行速度很快，流畅无卡顿，选择华为没错，值得推荐。,2
更新固件后降噪不如以前了，不过还是不错的整体来说,1
手机老是网络断线     都能气死人    我都无语了,0
用起来还可以 音质不大好,1
因为自己对于笔记本需求为正常office操作，做做报表，做做PPT。会使用一点基本的PS。还会有一点的玩游戏需求。我喜欢的游戏比如文明系列，2K篮球和实况。而且使用场景一般都在家，不会经常带出去使用。所以思来想去还是想买一台游戏本。比较了市面上几款比较热门的游戏本，第一选择就是喜欢惠普的这款暗影精灵5。前年开始对暗影精灵系列做过一些了解。无论是外观设计还是性价比来看看，暗影精灵5在目前几款主流游戏本里是最出类拔萃的。再加上公司配的惠普笔记本使用体验很好。所以决定买这款暗影精灵5。考虑到自己对3D建模的3A游戏大作需求不高，所以最终挑选了这款偏低的配置。9代i5 CPU/8G RAM/512G SSD/GTX 1650 4G/144Hz。 &nbsp; 总结一下这款笔记本的优缺点： &nbsp; 优点： 颜值高！颜值高！颜值高！真的很漂亮 性价比高。 OMEN ***MAND CENTER软件很实用。 屏幕好。 144Hz屏幕玩游戏体验很好。 &nbsp; 缺点： 笔记本盖上的暗影精灵logo没有设计成灯。 数字键盘的打开和关闭没有提示灯。 有点重。因为我在家用，重量对我影响不大。 总之强烈推荐这款游戏本！！！,2
音质音效：音质可以就是有点露音,1
音质一般,1
说的7天无理由退货手机发热也不给退,0
没用多久就听不到声了,0
刚刚用了14天，坏了，主机不通电，维修中！,0
声音听起来好遥远的感觉?,1
音效音质：还可以 颜色外观：有点旧,1
首先，价格不高但相对配置来说，对于老人使用完全满足了，屏幕很大，高清显示，老人使用看起来很方便，外观时尚大气，后面三个摄像头，逼格很高，拍照十分清晰，屏幕保护膜都是贴好了的加上还赠送了保护壳，这点非常贴心！京东自营商品，值得放心购买！,2
收到没多久就坏了 佛了,0
除了线长，找不到任何亮点。,0
机箱外观：机箱外观简约现代，不显笨重，颜色也显得很干净，整体看起来不浮夸 性能配置：这个配置家用已经特别足够了，用三年绝对没问题。win10系统，运行速度很快。并且自带Word文档、Excel、PowerPoint，免去了安装的麻烦，简直太人性化了。 散热性能：由于疫情原因，在家办公，开了一下午也没出现机箱过热现象，散热OK的 其他特色：疫情期间也能如此快的收到电脑也是非常感动了，包装特别好，没有破损。联想电脑还是很值得信赖的，并且有京东的平台，可以保障东西不是翻新机。,2
机箱外观：机箱很小巧，放在桌子上一点也不占地方 性能配置：这个配置对不玩游戏的家庭用户来说足够了，很满意,2
机子一般，鼠标是坏的,0
机箱外观：轻巧好看整洁，不占位置，放哪里都可以，甚至比音响还小，非常喜欢 性能配置：运行快，开机几秒钟 散热性能：基本听不见运行声音 跑分评测：打游戏，日常用足够 售后服务：售后耐心，态度好，有问题很快就解决，京东就是售后服务非常好，京东的老客户，物美价廉，物流也快，,2
外形外观：挺好 拍照效果：不咋地啊，拍出来总是一个脸大一个脸小，像是歪脸一样 屏幕音效：还行 运行速度：快 待机时间：不太久 耗电挺快，充电也挺快 其他特色：还行。,1
少了一个耳冒，音质可以，期待耐用?,1
做工质感：比较好 音质音效：跟我的耳机一样 舒适度：戴着还挺舒服的，我们还可以分开戴，各自设置各自的音频，没有线，非常方便！ 续航能力：挺好的，能用一周吧，我几乎每天都会用一段时间，接打电话也很方便，还能语音问问题，这样的价格买到觉得真的还不错！,2
此用户未填写评价内容,1
手机非常好哈哈哈，感觉现在已经不想用我的XR啦，真的很棒华为，以前一直没觉得好现在真心感觉到了，我和闺蜜一人买了一个，超级喜欢，就是摄像头要在适应一下啦,2
做工质感：做工挺好的，白色的很好看，摸起来很舒服，不太容易脏 音质音效：音效挺好的，高低音分明，低音听起来很舒服，人声很清晰 舒适度：带起来挺舒服的，适合长时间戴着，耳朵不会感觉不舒服 其他特色：这个90度的插头真的特别方便，无论是插手机，还是插电脑，都很好，不会挡手。这个三个功能按键按起来利落干脆，很舒服。,2
没保护膜,1
屏幕音效：啥玩意啊动不动没有声音啦,0
16号下午才下的单，今天下午就到了，速度真的是太快了，也算解毒了。原谅绿就是霸气 好看剩下的看图吧 外形外观：霸气,2
替亲戚买的，效果还不知道，过段时间再来评价,1
性能配置：集成显卡   显示效果不佳,0
最主要的功能，无线收音机，信号非常好，在室内可以收到19个电台。超清晰，声音超大，电池超耐用，小巧，轻便，屏幕清晰，充电快。流畅。完美的小手机。,2
给电脑配的，蓝牙耳机开电话会不稳定，音质很好，材料做工都数上乘,2
不好，什么配件都没，还是直接到店里面买划算,0
外形外观：对于这手机，我只有失望两个字&hellip;&hellip;,1
舍友买的，我就买的一样的,1
挺好看的，就是也太抠了。。。啥都不送。,1
做工质感：非常好 音效音质：还可以 舒适度：带上耳朵不疼 颜色外观：漂亮 其他特色：挺好的，是正品，看着质量非常不错，对得起这个价格,2
隔了两天差了一百块钱，没办法，自认倒霉,0
这款机子真的是颜值高，超级小巧，很适合女生用，也超级适合外出携带。 开机也很快，背光键盘也是爱了。像我这种学生党简单用够了，不打游戏追追剧绰绰有余啦。,2
做工质感：材质没有问题，线材用料很到位了属于。唯独按键的做工和手感让人比较失望了呵呵。 音质音效：音质在这个价位里绝对属于无敌了。很清晰，这还是没有煲过的。,2
不好，一下就坏了,0
昨天晚上下的订单，今天上午终于收到货了，本来前几天想买的，但是京东显示正在采购中，没有货，说预计23号才有货，然后呢，昨天我又点进京东那里看，看到有货了，马上就下单了，收到货打开来看，这款手机颜值很高，而且又支持快充，可惜就是没有出厂贴膜，要自己另行购买贴膜，后置四个摄像头，拍照还是挺不错的，电池也比较耐用，4000毫安的电池，喇叭声音挺大的，音质也不错，搭载了高通骁龙665处理器，回头率爆表的炫彩机身，我买的这个是皓月白，喜欢这个白色特别好看，另外，随机赠送这个手机保护套也是挺好看的，选择红米这款手机，是因为它的品质放心，而且又是京东自营的产品，买的放心，用的安心，京东自营物流平台，可以实现早上下单，下午送来，这次购物非常满意,2
小巧玲珑，感觉很不错,1
做工质感：做工很精细，弧度非常好，放在耳朵时间长，不会觉得疲劳和胀痛。耳机线是尼龙绳那种质感的，很结实耐用。 音效音质：立体声感强。适合k歌会有回声效果，可以听到自己唱歌，回返的音效。声音比较大，可调节的范围也很广。 颜色外观：干净的白色。很有档次。 舒适度：放在耳朵里不容易掉，很舒适。不像我之前的耳机会胀痛。,2
前几天买的说是没有耳机，还加钱买，货到手就后赠送耳机，**啊！,0
外形外观：这个颜色真的亮到家了，国产品牌能做出这个颜色真的很不错，送了手机壳和膜。 屏幕音效：屏幕效果非常好，另外很喜欢华为的开机动画，很有动感。 拍照效果：这就是一个能打电话的相机，很多个功能，我的适应很长时间。 运行速度：速度很快，出现了闪退的情况，在观察一段时间吧。 其他特色：这次等的时间不长就拿到手机了，很不错。,2
差差差,0
建议买好的耳机,1
售后服务：刚收到电脑，发现系统不支持软件，按七天无理由申请退货，客服回复已经连网不支持退货，上门要收服务费，处理还要等24小时，各种推脱。,0
用了俩礼拜我发现这个手机最大的毛病就是 用着用着手机自己的铃声那个页面突然蹦出来了 然后自己就变小了&hellip;&hellip;,1
机箱外观：外观非常小巧，不占地方 性能配置：重点：同配置组装机比这个好，这个主机运行软件经常卡顿！与同配置组装机没法比！品牌机性能还是有差距,1
